location,date,time_unit,p_scores_all_ages,deaths_2020_all_ages,average_deaths_2015_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages,time,projected_deaths_2020_all_ages,excess_proj_all_ages,cum_excess_proj_all_ages,cum_proj_deaths_all_ages,cum_p_proj_all_ages,p_proj_all_ages
Luxembourg,2020-05-31T00:00:00.000Z,weekly,11.27,77,69.2,77,72,64,53,80,66,22,75,2,-98.4,1978.4,-4.97,2.67
Luxembourg,2020-06-07T00:00:00.000Z,weekly,-1.08,73,73.8,71,62,76,89,71,81,23,79.6,-6.6,-105,2058,-5.1,-8.29
Luxembourg,2020-06-14T00:00:00.000Z,weekly,-6.17,70,74.6,65,81,86,74,67,85,24,80.4,-10.4,-115.4,2138.4,-5.4,-12.94
Luxembourg,2020-06-21T00:00:00.000Z,weekly,17.12,78,66.6,76,71,66,57,63,69,25,72.4,5.6,-109.8,2210.8,-4.97,7.73
Luxembourg,2020-06-28T00:00:00.000Z,weekly,-2.62,67,68.8,54,49,72,77,92,85,26,74.6,-7.6,-117.4,2285.4,-5.14,-10.19
Luxembourg,2020-07-05T00:00:00.000Z,weekly,-6.91,70,75.2,87,70,71,77,71,76,27,81,-11,-128.4,2366.4,-5.43,-13.58
Luxembourg,2020-07-12T00:00:00.000Z,weekly,-9.2,73,80.4,88,80,85,63,86,86,28,86.2,-13.2,-141.6,2452.6,-5.77,-15.31
Luxembourg,2020-07-19T00:00:00.000Z,weekly,1.11,73,72.2,69,77,76,69,70,69,29,78,-5,-146.6,2530.6,-5.79,-6.41
Luxembourg,2020-07-26T00:00:00.000Z,weekly,-5.08,71,74.8,57,74,83,88,72,66,30,80.6,-9.6,-156.2,2611.2,-5.98,-11.91
Luxembourg,2020-08-02T00:00:00.000Z,weekly,21.33,91,75,73,64,66,100,72,,31,80.8,10.2,-146,2692,-5.42,12.62
Luxembourg,2020-08-09T00:00:00.000Z,weekly,24.66,93,74.6,68,69,59,95,82,,32,80.4,12.6,-133.4,2772.4,-4.81,15.67
Luxembourg,2020-08-16T00:00:00.000Z,weekly,33.78,99,74,71,72,67,81,79,,33,79.8,19.2,-114.2,2852.2,-4,24.06
Luxembourg,2020-08-23T00:00:00.000Z,weekly,7.14,72,67.2,73,69,71,58,65,,34,73,-1,-115.2,2925.2,-3.94,-1.37
Luxembourg,2020-08-30T00:00:00.000Z,weekly,-19.74,61,76,70,85,76,72,77,,35,81.8,-20.8,-136,3007,-4.52,-25.43
Luxembourg,2020-09-06T00:00:00.000Z,weekly,13.16,86,76,73,71,75,88,73,,36,81.8,4.2,-131.8,3088.8,-4.27,5.13
Luxembourg,2020-09-13T00:00:00.000Z,weekly,-1.08,73,73.8,80,73,78,60,78,,37,79.6,-6.6,-138.4,3168.4,-4.37,-8.29
Luxembourg,2020-09-20T00:00:00.000Z,weekly,29.08,87,67.4,65,61,79,60,72,,38,73.2,13.8,-124.6,3241.6,-3.84,18.85
Luxembourg,2020-09-27T00:00:00.000Z,weekly,-7.18,75,80.8,70,77,88,84,85,,39,86.6,-11.6,-136.2,3328.2,-4.09,-13.39
Luxembourg,2020-10-04T00:00:00.000Z,weekly,6.22,82,77.2,65,69,78,91,83,,40,83,-1,-137.2,3411.2,-4.02,-1.2
Luxembourg,2020-10-11T00:00:00.000Z,weekly,-18.63,69,84.8,68,85,94,90,87,,41,90.6,-21.6,-158.8,3501.8,-4.53,-23.84
Luxembourg,2020-10-18T00:00:00.000Z,weekly,16.31,87,74.8,66,80,80,86,62,,42,80.6,6.4,-152.4,3582.4,-4.25,7.94
Luxembourg,2020-10-25T00:00:00.000Z,weekly,25,93,74.4,73,71,84,61,83,,43,80.2,12.8,-139.6,3662.6,-3.81,15.96
Luxembourg,2020-11-01T00:00:00.000Z,weekly,15.02,98,85.2,84,72,84,83,103,,44,91,7,-132.6,3753.6,-3.53,7.69
Luxembourg,2020-11-08T00:00:00.000Z,weekly,36.14,113,83,74,76,77,98,90,,45,88.8,24.2,-108.4,3842.4,-2.82,27.25
Luxembourg,2020-11-15T00:00:00.000Z,weekly,47.73,117,79.2,67,82,75,70,102,,46,85,32,-76.4,3927.4,-1.95,37.65
Luxembourg,2020-11-22T00:00:00.000Z,weekly,48.24,126,85,78,73,96,89,89,,47,90.8,35.2,-41.2,4018.2,-1.03,38.77
Luxembourg,2020-11-29T00:00:00.000Z,weekly,80.59,134,74.2,61,79,70,72,89,,48,80,54,12.8,4098.2,0.31,67.5
Luxembourg,2020-12-06T00:00:00.000Z,weekly,39.95,110,78.6,59,81,97,69,87,,49,84.4,25.6,38.4,4182.6,0.92,30.33
Luxembourg,2020-12-13T00:00:00.000Z,weekly,52.17,126,82.8,76,86,78,85,89,,50,88.6,37.4,75.8,4271.2,1.77,42.21
Luxembourg,2020-12-20T00:00:00.000Z,weekly,25.3,105,83.8,83,76,85,92,83,,51,89.6,15.4,91.2,4360.8,2.09,17.19
Luxembourg,2020-12-27T00:00:00.000Z,weekly,38.95,117,84.2,56,93,96,81,95,,52,90,27,118.2,4450.8,2.66,30
Luxembourg,2021-01-03T00:00:00.000Z,weekly,15.2,97,84.2,,,,,,,53,90,7,125.2,4540.8,2.76,7.78
Luxembourg,2021-01-10T00:00:00.000Z,weekly,16.36,,,,,,,,,1,,8.4,133.6,4633.4,2.88,9.07
Luxembourg,2021-01-17T00:00:00.000Z,weekly,1.48,,,,,,,,,2,,-4.4,129.2,4733.8,2.73,-4.38
Luxembourg,2021-01-24T00:00:00.000Z,weekly,1.83,,,,,,,,,3,,-4.2,125,4827,2.59,-4.51
Luxembourg,2021-01-31T00:00:00.000Z,weekly,23.32,,,,,,,,,4,,15,140,4922,2.84,15.79
Luxembourg,2021-02-07T00:00:00.000Z,weekly,-3.29,,,,,,,,,5,,-9,131,5025,2.61,-8.74
Luxembourg,2021-02-14T00:00:00.000Z,weekly,-8.25,,,,,,,,,6,,-13.8,117.2,5127.8,2.29,-13.42
Luxembourg,2021-02-21T00:00:00.000Z,weekly,-4.32,,,,,,,,,7,,-10,107.2,5230.8,2.05,-9.71
Luxembourg,2021-02-28T00:00:00.000Z,weekly,-4.87,,,,,,,,,8,,-10.2,97,5327,1.82,-10.6
Luxembourg,2021-03-07T00:00:00.000Z,weekly,1.6,,,,,,,,,9,,-4.4,92.6,5420.4,1.71,-4.71
Luxembourg,2021-03-14T00:00:00.000Z,weekly,11.76,,,,,,,,,10,,6.2,98.8,5528.2,1.79,5.75
Luxembourg,2021-03-21T00:00:00.000Z,weekly,40.93,,,,,,,,,11,,27.6,126.4,5615.6,2.25,31.58
Luxembourg,2021-03-28T00:00:00.000Z,weekly,-9.3,,,,,,,,,12,,-13.8,112.6,5707.4,1.97,-15.03
Luxembourg,2021-04-04T00:00:00.000Z,weekly,-9.51,,,,,,,,,13,,-14,98.6,5799.4,1.7,-15.22
Luxembourg,2021-04-11T00:00:00.000Z,weekly,5.26,,,,,,,,,14,,-1.4,97.2,5888.8,1.65,-1.57
Luxembourg,2021-04-18T00:00:00.000Z,weekly,4.75,,,,,,,,,15,,-2.4,94.8,5966.2,1.59,-3.1
Luxembourg,2021-04-25T00:00:00.000Z,weekly,5.06,,,,,,,,,16,,-1.8,93,6051,1.54,-2.12
Luxembourg,2021-05-02T00:00:00.000Z,weekly,25.34,,,,,,,,,17,,13,106,6131,1.73,16.25
Luxembourg,2021-05-09T00:00:00.000Z,weekly,7.24,,,,,,,,,18,,-0.6,105.4,6208.6,1.7,-0.77
Luxembourg,2021-05-16T00:00:00.000Z,weekly,-10.51,,,,,,,,,19,,-13.2,92.2,6284.8,1.47,-17.32
Luxembourg,2021-05-23T00:00:00.000Z,weekly,20.45,,,,,,,,,20,,8.8,101,6362,1.59,11.4
Luxembourg,2021-05-30T00:00:00.000Z,weekly,-10.99,,,,,,,,,21,,-14.2,86.8,6444.2,1.35,-17.27
Luxembourg,2021-06-06T00:00:00.000Z,weekly,-4.62,,,,,,,,,22,,-9,77.8,6519.2,1.19,-12
Luxembourg,2021-06-13T00:00:00.000Z,weekly,9.76,,,,,,,,,23,,1.4,79.2,6598.8,1.2,1.76
Luxembourg,2021-06-20T00:00:00.000Z,weekly,13.94,,,,,,,,,24,,4.6,83.8,6679.2,1.25,5.72
Luxembourg,2021-06-27T00:00:00.000Z,weekly,3.6,,,,,,,,,25,,-3.4,80.4,6751.6,1.19,-4.7
Luxembourg,2021-07-04T00:00:00.000Z,weekly,23.55,,,,,,,,,26,,10.4,90.8,6826.2,1.33,13.94
Luxembourg,2021-07-11T00:00:00.000Z,weekly,1.06,,,,,,,,,27,,-5,85.8,6907.2,1.24,-6.17
Luxembourg,2021-07-18T00:00:00.000Z,weekly,6.97,,,,,,,,,28,,-0.2,85.6,6993.4,1.22,-0.23
Luxembourg,2021-07-25T00:00:00.000Z,weekly,-4.43,,,,,,,,,29,,-9,76.6,7071.4,1.08,-11.54
Luxembourg,2021-08-01T00:00:00.000Z,weekly,-11.76,,,,,,,,,30,,-14.6,62,7152,0.87,-18.11
Luxembourg,2021-08-08T00:00:00.000Z,weekly,,,,,,,,,,31,,,,7232.8,,
Luxembourg,2021-08-15T00:00:00.000Z,weekly,,,,,,,,,,32,,,,7313.2,,
Luxembourg,2021-08-22T00:00:00.000Z,weekly,,,,,,,,,,33,,,,7393,,
Luxembourg,2021-08-29T00:00:00.000Z,weekly,,,,,,,,,,34,,,,7466,,
Luxembourg,2021-09-05T00:00:00.000Z,weekly,,,,,,,,,,35,,,,7547.8,,
Luxembourg,2021-09-12T00:00:00.000Z,weekly,,,,,,,,,,36,,,,7629.6,,
Luxembourg,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,7709.2,,
Luxembourg,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,7782.4,,
Macao,2020-01-31T00:00:00.000Z,monthly,-3.64,201,208.6,193,250,167,188,245,211,1,218.1,-17.1,-17.1,218.1,-7.84,-7.84
Macao,2020-02-29T00:00:00.000Z,monthly,6.98,187,174.8,163,203,151,170,187,192,2,184.3,2.7,-14.4,402.4,-3.58,1.47
Macao,2020-03-31T00:00:00.000Z,monthly,-10.31,167,186.2,186,205,189,165,186,186,3,195.7,-28.7,-43.1,598.1,-7.21,-14.67
Macao,2020-04-30T00:00:00.000Z,monthly,9,189,173.4,167,185,168,156,191,187,4,182.9,6.1,-37,781,-4.74,3.34
Macao,2020-05-31T00:00:00.000Z,monthly,-4.51,165,172.8,132,206,176,163,187,181,5,182.3,-17.3,-54.3,963.3,-5.64,-9.49
Macao,2020-06-30T00:00:00.000Z,monthly,3.25,178,172.4,181,175,178,157,171,186,6,181.9,-3.9,-58.2,1145.2,-5.08,-2.14
Macao,2020-07-31T00:00:00.000Z,monthly,1.85,187,183.6,170,198,179,180,191,174,7,193.1,-6.1,-64.3,1338.3,-4.8,-3.16
Macao,2020-08-31T00:00:00.000Z,monthly,15.34,206,178.6,163,148,212,174,196,,8,188.1,17.9,-46.4,1526.4,-3.04,9.52
Macao,2020-09-30T00:00:00.000Z,monthly,13.58,184,162,162,140,154,164,190,,9,171.5,12.5,-33.9,1697.9,-2,7.29
Macao,2020-10-31T00:00:00.000Z,monthly,11.25,184,165.4,158,157,187,177,148,,10,174.9,9.1,-24.8,1872.8,-1.32,5.2
Macao,2020-11-30T00:00:00.000Z,monthly,14.42,192,167.8,141,191,162,177,168,,11,177.3,14.7,-10.1,2050.1,-0.49,8.29
Macao,2020-12-31T00:00:00.000Z,monthly,-4.33,190,198.6,186,190,197,198,222,,12,208.1,-18.1,-28.2,2258.2,-1.25,-8.7
Macao,2021-01-31T00:00:00.000Z,monthly,1.15,,,,,,,,,1,,-7.1,-35.3,2476.3,-1.43,-3.26
Macao,2021-02-28T00:00:00.000Z,monthly,9.84,,,,,,,,,2,,7.7,-27.6,2660.6,-1.04,4.18
Macao,2021-03-31T00:00:00.000Z,monthly,-0.11,,,,,,,,,3,,-9.7,-37.3,2856.3,-1.31,-4.96
Macao,2021-04-30T00:00:00.000Z,monthly,7.84,,,,,,,,,4,,4.1,-33.2,3039.2,-1.09,2.24
Macao,2021-05-31T00:00:00.000Z,monthly,4.75,,,,,,,,,5,,-1.3,-34.5,3221.5,-1.07,-0.71
Macao,2021-06-30T00:00:00.000Z,monthly,7.89,,,,,,,,,6,,4.1,-30.4,3403.4,-0.89,2.25
Macao,2021-07-31T00:00:00.000Z,monthly,-5.23,,,,,,,,,7,,-19.1,-49.5,3596.5,-1.38,-9.89
Macao,2021-08-31T00:00:00.000Z,monthly,,,,,,,,,,8,,,,3784.6,,
Malaysia,2020-01-31T00:00:00.000Z,monthly,7.29,15347,14303.8,14073,13281,14333,14960,14872,15393,1,15447.5,-100.5,-100.5,15447.5,-0.65,-0.65
Malaysia,2020-02-29T00:00:00.000Z,monthly,1.32,13362,13187.8,12247,12885,13412,13996,13399,13504,2,14331.5,-969.5,-1070,29779,-3.59,-6.76
Malaysia,2020-03-31T00:00:00.000Z,monthly,0.46,14517,14450,13397,14660,14458,14985,14750,14648,3,15593.7,-1076.7,-2146.7,45372.7,-4.73,-6.9
Malaysia,2020-04-30T00:00:00.000Z,monthly,-4.47,13038,13648.2,12310,13861,13718,14224,14128,14341,4,14791.9,-1753.9,-3900.6,60164.6,-6.48,-11.86
Malaysia,2020-05-31T00:00:00.000Z,monthly,-1.37,13886,14079.2,13152,13658,14633,14413,14540,15164,5,15222.9,-1336.9,-5237.5,75387.5,-6.95,-8.78
Malaysia,2020-06-30T00:00:00.000Z,monthly,-2.97,13317,13724.8,12824,13038,13995,14033,14734,14802,6,14868.5,-1551.5,-6789,90256,-7.52,-10.43
Malaysia,2020-07-31T00:00:00.000Z,monthly,5,14995,14280.6,13497,13982,14613,14461,14850,,7,15424.3,-429.3,-7218.3,105680.3,-6.83,-2.78
Malaysia,2020-08-31T00:00:00.000Z,monthly,4.24,14469,13880,13312,13906,13576,14278,14328,,8,15023.7,-554.7,-7773,120704,-6.44,-3.69
Malaysia,2020-09-30T00:00:00.000Z,monthly,4.5,13714,13123.2,12299,13026,13295,13417,13579,,9,14266.9,-552.9,-8325.9,134970.9,-6.17,-3.88
Malaysia,2020-10-31T00:00:00.000Z,monthly,1.01,13815,13677.2,12969,13083,14229,13823,14282,,10,14820.9,-1005.9,-9331.8,149791.8,-6.23,-6.79
Malaysia,2020-11-30T00:00:00.000Z,monthly,9.54,14834,13542.2,12529,13050,13303,14144,14685,,11,14685.9,148.1,-9183.7,164477.7,-5.58,1.01
Malaysia,2020-12-31T00:00:00.000Z,monthly,8.64,15741,14489.4,13177,13771,14603,15297,15599,,12,15633.1,107.9,-9075.8,180110.8,-5.04,0.69
Malaysia,2021-01-31T00:00:00.000Z,monthly,7.61,,,,,,,,,1,,-54.5,-9130.3,195558.3,-4.67,-0.35
Malaysia,2021-02-28T00:00:00.000Z,monthly,2.4,,,,,,,,,2,,-827.5,-9957.8,209889.8,-4.74,-5.77
Malaysia,2021-03-31T00:00:00.000Z,monthly,1.37,,,,,,,,,3,,-945.7,-10903.5,225483.5,-4.84,-6.06
Malaysia,2021-04-30T00:00:00.000Z,monthly,5.08,,,,,,,,,4,,-450.9,-11354.4,240275.4,-4.73,-3.05
Malaysia,2021-05-31T00:00:00.000Z,monthly,7.7,,,,,,,,,5,,-58.9,-11413.3,255498.3,-4.47,-0.39
Malaysia,2021-06-30T00:00:00.000Z,monthly,7.85,,,,,,,,,6,,-66.5,-11479.8,270366.8,-4.25,-0.45
Malaysia,2021-07-31T00:00:00.000Z,monthly,,,,,,,,,,7,,,,285791.1,,
Malaysia,2021-08-31T00:00:00.000Z,monthly,,,,,,,,,,8,,,,300814.8,,
Malta,2020-01-05T00:00:00.000Z,weekly,-3.33,93,96.2,85,86,103,108,99,93,1,101.2,-8.2,-8.2,101.2,-8.1,-8.1
Malta,2020-01-12T00:00:00.000Z,weekly,10.45,93,84.2,93,69,98,74,87,84,2,89.2,3.8,-4.4,190.4,-2.31,4.26
Malta,2020-01-19T00:00:00.000Z,weekly,8.3,107,98.8,93,82,117,86,116,117,3,103.8,3.2,-1.2,294.2,-0.41,3.08
Malta,2020-01-26T00:00:00.000Z,weekly,0.69,88,87.4,72,71,107,82,105,93,4,92.4,-4.4,-5.6,386.6,-1.45,-4.76
Malta,2020-02-02T00:00:00.000Z,weekly,-10.47,77,86,84,73,94,77,102,88,5,91,-14,-19.6,477.6,-4.1,-15.38
Malta,2020-02-09T00:00:00.000Z,weekly,3.21,90,87.2,78,102,84,85,87,92,6,92.2,-2.2,-21.8,569.8,-3.83,-2.39
Malta,2020-02-16T00:00:00.000Z,weekly,-12.2,72,82,93,63,77,99,78,109,7,87,-15,-36.8,656.8,-5.6,-17.24
Malta,2020-02-23T00:00:00.000Z,weekly,-17.23,73,88.2,100,57,89,107,88,107,8,93.2,-20.2,-57,750,-7.6,-21.67
Malta,2020-03-01T00:00:00.000Z,weekly,-16.67,68,81.6,95,53,63,90,107,108,9,86.6,-18.6,-75.6,836.6,-9.04,-21.48
Malta,2020-03-08T00:00:00.000Z,weekly,-11.62,70,79.2,75,64,78,91,88,105,10,84.2,-14.2,-89.8,920.8,-9.75,-16.86
Malta,2020-03-15T00:00:00.000Z,weekly,23.63,90,72.8,95,60,60,77,72,94,11,77.8,12.2,-77.6,998.6,-7.77,15.68
Malta,2020-03-22T00:00:00.000Z,weekly,36.48,104,76.2,81,66,71,76,87,86,12,81.2,22.8,-54.8,1079.8,-5.08,28.08
Malta,2020-03-29T00:00:00.000Z,weekly,18.34,80,67.6,76,57,74,56,75,78,13,72.6,7.4,-47.4,1152.4,-4.11,10.19
Malta,2020-04-05T00:00:00.000Z,weekly,4.46,75,71.8,69,68,68,79,75,66,14,76.8,-1.8,-49.2,1229.2,-4,-2.34
Malta,2020-04-12T00:00:00.000Z,weekly,15.62,77,66.6,74,58,70,63,68,69,15,71.6,5.4,-43.8,1300.8,-3.37,7.54
Malta,2020-04-19T00:00:00.000Z,weekly,38.81,93,67,65,58,69,68,75,64,16,72,21,-22.8,1372.8,-1.66,29.17
Malta,2020-04-26T00:00:00.000Z,weekly,-7.89,56,60.8,56,54,62,68,64,59,17,65.8,-9.8,-32.6,1438.6,-2.27,-14.89
Malta,2020-05-03T00:00:00.000Z,weekly,11.78,74,66.2,63,57,66,73,72,70,18,71.2,2.8,-29.8,1509.8,-1.97,3.93
Malta,2020-05-10T00:00:00.000Z,weekly,8.9,71,65.2,54,67,67,68,70,77,19,70.2,0.8,-29,1580,-1.84,1.14
Malta,2020-05-17T00:00:00.000Z,weekly,17.55,71,60.4,49,61,58,71,63,75,20,65.4,5.6,-23.4,1645.4,-1.42,8.56
Malta,2020-05-24T00:00:00.000Z,weekly,-15.03,52,61.2,69,58,57,72,50,77,21,66.2,-14.2,-37.6,1711.6,-2.2,-21.45
Malta,2020-05-31T00:00:00.000Z,weekly,2.13,67,65.6,54,67,65,69,73,53,22,70.6,-3.6,-41.2,1782.2,-2.31,-5.1
Malta,2020-06-07T00:00:00.000Z,weekly,12.46,65,57.8,61,54,57,64,53,57,23,62.8,2.2,-39,1845,-2.11,3.5
Malta,2020-06-14T00:00:00.000Z,weekly,-11.21,57,64.2,66,53,53,75,74,68,24,69.2,-12.2,-51.2,1914.2,-2.67,-17.63
Malta,2020-06-21T00:00:00.000Z,weekly,9.32,61,55.8,50,58,49,59,63,56,25,60.8,0.2,-51,1975,-2.58,0.33
Malta,2020-06-28T00:00:00.000Z,weekly,-20.07,47,58.8,50,43,65,64,72,92,26,63.8,-16.8,-67.8,2038.8,-3.33,-26.33
Malta,2020-07-05T00:00:00.000Z,weekly,16.16,69,59.4,53,65,62,62,55,66,27,64.4,4.6,-63.2,2103.2,-3,7.14
Malta,2020-07-12T00:00:00.000Z,weekly,2.99,62,60.2,58,73,42,60,68,76,28,65.2,-3.2,-66.4,2168.4,-3.06,-4.91
Malta,2020-07-19T00:00:00.000Z,weekly,18.08,64,54.2,48,50,54,69,50,63,29,59.2,4.8,-61.6,2227.6,-2.77,8.11
Malta,2020-07-26T00:00:00.000Z,weekly,-0.32,62,62.2,68,51,62,65,65,62,30,67.2,-5.2,-66.8,2294.8,-2.91,-7.74
Malta,2020-08-02T00:00:00.000Z,weekly,1.59,64,63,65,47,77,58,68,90,31,68,-4,-70.8,2362.8,-3,-5.88
Malta,2020-08-09T00:00:00.000Z,weekly,0,63,63,58,57,74,54,72,92,32,68,-5,-75.8,2430.8,-3.12,-7.35
Malta,2020-08-16T00:00:00.000Z,weekly,0,58,58,55,62,58,59,56,54,33,63,-5,-80.8,2493.8,-3.24,-7.94
Malta,2020-08-23T00:00:00.000Z,weekly,44.13,81,56.2,47,65,59,64,46,,34,61.2,19.8,-61,2555,-2.39,32.35
Malta,2020-08-30T00:00:00.000Z,weekly,21.67,73,60,63,54,56,65,62,,35,65,8,-53,2620,-2.02,12.31
Malta,2020-09-06T00:00:00.000Z,weekly,14.89,71,61.8,60,65,55,55,74,,36,66.8,4.2,-48.8,2686.8,-1.82,6.29
Malta,2020-09-13T00:00:00.000Z,weekly,5.61,64,60.6,61,57,58,67,60,,37,65.6,-1.6,-50.4,2752.4,-1.83,-2.44
Malta,2020-09-20T00:00:00.000Z,weekly,17.1,63,53.8,53,67,40,56,53,,38,58.8,4.2,-46.2,2811.2,-1.64,7.14
Malta,2020-09-27T00:00:00.000Z,weekly,44.93,80,55.2,54,64,49,61,48,,39,60.2,19.8,-26.4,2871.4,-0.92,32.89
Malta,2020-10-04T00:00:00.000Z,weekly,48.41,84,56.6,47,58,55,60,63,,40,61.6,22.4,-4,2933,-0.14,36.36
Malta,2020-10-11T00:00:00.000Z,weekly,16.78,71,60.8,54,68,63,72,47,,41,65.8,5.2,1.2,2998.8,0.04,7.9
Malta,2020-10-18T00:00:00.000Z,weekly,-2.52,62,63.6,67,76,61,51,63,,42,68.6,-6.6,-5.4,3067.4,-0.18,-9.62
Malta,2020-10-25T00:00:00.000Z,weekly,11.3,67,60.2,63,46,52,72,68,,43,65.2,1.8,-3.6,3132.6,-0.11,2.76
Malta,2020-11-01T00:00:00.000Z,weekly,47.35,89,60.4,67,60,75,49,51,,44,65.4,23.6,20,3198,0.63,36.09
Malta,2020-11-08T00:00:00.000Z,weekly,44.33,84,58.2,37,62,55,74,63,,45,63.2,20.8,40.8,3261.2,1.25,32.91
Malta,2020-11-15T00:00:00.000Z,weekly,41.37,95,67.2,60,66,78,66,66,,46,72.2,22.8,63.6,3333.4,1.91,31.58
Malta,2020-11-22T00:00:00.000Z,weekly,38.2,89,64.4,62,70,60,55,75,,47,69.4,19.6,83.2,3402.8,2.45,28.24
Malta,2020-11-29T00:00:00.000Z,weekly,35.17,93,68.8,69,62,68,69,76,,48,73.8,19.2,102.4,3476.6,2.95,26.02
Malta,2020-12-06T00:00:00.000Z,weekly,55.88,106,68,68,67,76,71,58,,49,73,33,135.4,3549.6,3.81,45.21
Malta,2020-12-13T00:00:00.000Z,weekly,45.71,102,70,61,78,76,78,57,,50,75,27,162.4,3624.6,4.48,36
Malta,2020-12-20T00:00:00.000Z,weekly,56.16,109,69.8,61,78,78,59,73,,51,74.8,34.2,196.6,3699.4,5.31,45.72
Malta,2020-12-27T00:00:00.000Z,weekly,32.25,114,86.2,74,81,92,100,84,,52,91.2,22.8,219.4,3790.6,5.79,25
Malta,2021-01-03T00:00:00.000Z,weekly,4.41,90,86.2,,,,,,,53,91.2,-1.2,218.2,3881.8,5.62,-1.32
Malta,2021-01-10T00:00:00.000Z,weekly,-3.33,,,,,,,,,1,,-8.2,210,3983,5.27,-8.1
Malta,2021-01-17T00:00:00.000Z,weekly,-0.24,,,,,,,,,2,,-5.2,204.8,4072.2,5.03,-5.83
Malta,2021-01-24T00:00:00.000Z,weekly,18.42,,,,,,,,,3,,13.2,218,4176,5.22,12.72
Malta,2021-01-31T00:00:00.000Z,weekly,6.41,,,,,,,,,4,,0.6,218.6,4268.4,5.12,0.65
Malta,2021-02-07T00:00:00.000Z,weekly,2.33,,,,,,,,,5,,-3,215.6,4359.4,4.95,-3.3
Malta,2021-02-14T00:00:00.000Z,weekly,5.5,,,,,,,,,6,,-0.2,215.4,4451.6,4.84,-0.22
Malta,2021-02-21T00:00:00.000Z,weekly,32.93,,,,,,,,,7,,22,237.4,4538.6,5.23,25.29
Malta,2021-02-28T00:00:00.000Z,weekly,21.32,,,,,,,,,8,,13.8,251.2,4631.8,5.42,14.81
Malta,2021-03-07T00:00:00.000Z,weekly,32.35,,,,,,,,,9,,21.4,272.6,4718.4,5.78,24.71
Malta,2021-03-14T00:00:00.000Z,weekly,32.58,,,,,,,,,10,,20.8,293.4,4802.6,6.11,24.7
Malta,2021-03-21T00:00:00.000Z,weekly,29.12,,,,,,,,,11,,16.2,309.6,4880.4,6.34,20.82
Malta,2021-03-28T00:00:00.000Z,weekly,12.86,,,,,,,,,12,,4.8,314.4,4961.6,6.34,5.91
Malta,2021-04-04T00:00:00.000Z,weekly,15.38,,,,,,,,,13,,5.4,319.8,5034.2,6.35,7.44
Malta,2021-04-11T00:00:00.000Z,weekly,-8.08,,,,,,,,,14,,-10.8,309,5111,6.05,-14.06
Malta,2021-04-18T00:00:00.000Z,weekly,3.6,,,,,,,,,15,,-2.6,306.4,5182.6,5.91,-3.63
Malta,2021-04-25T00:00:00.000Z,weekly,-4.48,,,,,,,,,16,,-8,298.4,5254.6,5.68,-11.11
Malta,2021-05-02T00:00:00.000Z,weekly,-2.96,,,,,,,,,17,,-6.8,291.6,5320.4,5.48,-10.33
Malta,2021-05-09T00:00:00.000Z,weekly,5.74,,,,,,,,,18,,-1.2,290.4,5391.6,5.39,-1.69
Malta,2021-05-16T00:00:00.000Z,weekly,18.1,,,,,,,,,19,,6.8,297.2,5461.8,5.44,9.69
Malta,2021-05-23T00:00:00.000Z,weekly,24.17,,,,,,,,,20,,9.6,306.8,5527.2,5.55,14.68
Malta,2021-05-30T00:00:00.000Z,weekly,25.82,,,,,,,,,21,,10.8,317.6,5593.4,5.68,16.31
Malta,2021-06-06T00:00:00.000Z,weekly,-19.21,,,,,,,,,22,,-17.6,300,5664,5.3,-24.93
Malta,2021-06-13T00:00:00.000Z,weekly,-1.38,,,,,,,,,23,,-5.8,294.2,5726.8,5.14,-9.24
Malta,2021-06-20T00:00:00.000Z,weekly,5.92,,,,,,,,,24,,-1.2,293,5796,5.06,-1.73
Malta,2021-06-27T00:00:00.000Z,weekly,0.36,,,,,,,,,25,,-4.8,288.2,5856.8,4.92,-7.89
Malta,2021-07-04T00:00:00.000Z,weekly,56.46,,,,,,,,,26,,28.2,316.4,5920.6,5.34,44.2
Malta,2021-07-11T00:00:00.000Z,weekly,11.11,,,,,,,,,27,,1.6,318,5985,5.31,2.48
Malta,2021-07-18T00:00:00.000Z,weekly,26.25,,,,,,,,,28,,10.8,328.8,6050.2,5.43,16.56
Malta,2021-07-25T00:00:00.000Z,weekly,16.24,,,,,,,,,29,,3.8,332.6,6109.4,5.44,6.42
Malta,2021-08-01T00:00:00.000Z,weekly,-0.32,,,,,,,,,30,,-5.2,327.4,6176.6,5.3,-7.74
Malta,2021-08-08T00:00:00.000Z,weekly,42.86,,,,,,,,,31,,22,349.4,6244.6,5.6,32.35
Malta,2021-08-15T00:00:00.000Z,weekly,46.03,,,,,,,,,32,,24,373.4,6312.6,5.92,35.29
Malta,2021-08-22T00:00:00.000Z,weekly,-6.9,,,,,,,,,33,,-9,364.4,6375.6,5.72,-14.29
Malta,2021-08-29T00:00:00.000Z,weekly,,,,,,,,,,34,,,,6436.8,,
Malta,2021-09-05T00:00:00.000Z,weekly,,,,,,,,,,35,,,,6501.8,,
