location,date,time_unit,p_scores_all_ages,deaths_2020_all_ages,average_deaths_2015_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages,time,projected_deaths_2020_all_ages,excess_proj_all_ages,cum_excess_proj_all_ages,cum_proj_deaths_all_ages,cum_p_proj_all_ages,p_proj_all_ages
Tunisia,2021-01-17T00:00:00.000Z,weekly,34.68,,,,,,,,,2,,468.9,3000.4,76706.6,3.91,26.63
Tunisia,2021-01-24T00:00:00.000Z,weekly,30.79,,,,,,,,,3,,411.9,3412.3,78491.7,4.35,23.07
Tunisia,2021-01-31T00:00:00.000Z,weekly,28.41,,,,,,,,,4,,380.1,3792.4,80305.6,4.72,20.95
Tunisia,2021-02-07T00:00:00.000Z,weekly,21.53,,,,,,,,,5,,251.5,4043.9,82068.1,4.93,14.27
Tunisia,2021-02-14T00:00:00.000Z,weekly,4.74,,,,,,,,,6,,-27.1,4016.8,83823.2,4.79,-1.54
Tunisia,2021-02-21T00:00:00.000Z,weekly,,,,,,,,,,7,,,,85566.5,,
Tunisia,2021-02-28T00:00:00.000Z,weekly,,,,,,,,,,8,,,,87293,,
Tunisia,2021-03-07T00:00:00.000Z,weekly,,,,,,,,,,9,,,,89012.3,,
Tunisia,2021-03-14T00:00:00.000Z,weekly,,,,,,,,,,10,,,,90612.8,,
Tunisia,2021-03-21T00:00:00.000Z,weekly,,,,,,,,,,11,,,,92135.5,,
Tunisia,2021-03-28T00:00:00.000Z,weekly,,,,,,,,,,12,,,,93678.8,,
Tunisia,2021-04-04T00:00:00.000Z,weekly,,,,,,,,,,13,,,,95165.3,,
Tunisia,2021-04-11T00:00:00.000Z,weekly,,,,,,,,,,14,,,,96531.2,,
Tunisia,2021-04-18T00:00:00.000Z,weekly,,,,,,,,,,15,,,,97892.1,,
Tunisia,2021-04-25T00:00:00.000Z,weekly,,,,,,,,,,16,,,,99208.2,,
Tunisia,2021-05-02T00:00:00.000Z,weekly,,,,,,,,,,17,,,,100484.3,,
Tunisia,2021-05-09T00:00:00.000Z,weekly,,,,,,,,,,18,,,,101739,,
Tunisia,2021-05-16T00:00:00.000Z,weekly,,,,,,,,,,19,,,,102975.3,,
Tunisia,2021-05-23T00:00:00.000Z,weekly,,,,,,,,,,20,,,,104170.4,,
Tunisia,2021-05-30T00:00:00.000Z,weekly,,,,,,,,,,21,,,,105375.3,,
Tunisia,2021-06-06T00:00:00.000Z,weekly,,,,,,,,,,22,,,,106598.4,,
Tunisia,2021-06-13T00:00:00.000Z,weekly,,,,,,,,,,23,,,,107799.3,,
Tunisia,2021-06-20T00:00:00.000Z,weekly,,,,,,,,,,24,,,,108983.6,,
Tunisia,2021-06-27T00:00:00.000Z,weekly,,,,,,,,,,25,,,,110167.1,,
Tunisia,2021-07-04T00:00:00.000Z,weekly,,,,,,,,,,26,,,,111405.4,,
Tunisia,2021-07-11T00:00:00.000Z,weekly,,,,,,,,,,27,,,,112682.5,,
Tunisia,2021-07-18T00:00:00.000Z,weekly,,,,,,,,,,28,,,,113995,,
Tunisia,2021-07-25T00:00:00.000Z,weekly,,,,,,,,,,29,,,,115297.1,,
Tunisia,2021-08-01T00:00:00.000Z,weekly,,,,,,,,,,30,,,,116636.2,,
Tunisia,2021-08-08T00:00:00.000Z,weekly,,,,,,,,,,31,,,,118028.7,,
Tunisia,2021-08-15T00:00:00.000Z,weekly,,,,,,,,,,32,,,,119432.8,,
Tunisia,2021-08-22T00:00:00.000Z,weekly,,,,,,,,,,33,,,,120697.7,,
Tunisia,2021-08-29T00:00:00.000Z,weekly,,,,,,,,,,34,,,,121944.4,,
Tunisia,2021-09-05T00:00:00.000Z,weekly,,,,,,,,,,35,,,,123214.5,,
Tunisia,2021-09-12T00:00:00.000Z,weekly,,,,,,,,,,36,,,,124463.6,,
Tunisia,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,125723.3,,
Tunisia,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,126990.2,,
Ukraine,2020-01-31T00:00:00.000Z,monthly,-6.18,53610,57144.2,55287,56236,58151,53851,62196,57721,1,56561,-2951,-2951,56561,-5.22,-5.22
Ukraine,2020-02-29T00:00:00.000Z,monthly,-2.45,47128,48311.8,50428,48796,47356,47088,47891,51391,2,47728.6,-600.6,-3551.6,104289.6,-3.41,-1.26
Ukraine,2020-03-31T00:00:00.000Z,monthly,-7.22,48326,52085.6,57059,50367,49737,54088,49177,64938,3,51502.4,-3176.4,-6728,155792,-4.32,-6.17
Ukraine,2020-04-30T00:00:00.000Z,monthly,-5.87,46223,49104,54514,47510,47050,48567,47879,68621,4,48520.8,-2297.8,-9025.8,204312.8,-4.42,-4.74
Ukraine,2020-05-31T00:00:00.000Z,monthly,-12.56,44680,51095.8,50070,49717,51274,50627,53791,57293,5,50512.6,-5832.6,-14858.4,254825.4,-5.83,-11.55
Ukraine,2020-06-30T00:00:00.000Z,monthly,4.64,47043,44957.8,45851,47181,44565,43796,43396,49077,6,44374.6,2668.4,-12190,299200,-4.07,6.01
Ukraine,2020-07-31T00:00:00.000Z,monthly,2.99,47297,45924.4,48291,44485,42566,46350,47930,46851,7,45341.2,1955.8,-10234.2,344541.2,-2.97,4.31
Ukraine,2020-08-31T00:00:00.000Z,monthly,-0.5,44008,44229.6,42867,44871,45806,45245,42359,,8,43646.4,361.6,-9872.6,388187.6,-2.54,0.83
Ukraine,2020-09-30T00:00:00.000Z,monthly,14,48372,42430.4,43642,42760,41966,41870,41914,,9,41847.2,6524.8,-3347.8,430034.8,-0.78,15.59
Ukraine,2020-10-31T00:00:00.000Z,monthly,18.47,59047,49842.2,48919,47994,49054,52999,50245,,10,49259,9788,6440.2,479293.8,1.34,19.87
Ukraine,2020-11-30T00:00:00.000Z,monthly,30.6,63438,48575.4,47087,49849,48332,50623,46986,,11,47992.2,15445.8,21886,527286,4.15,32.18
Ukraine,2020-12-31T00:00:00.000Z,monthly,33.82,67663,50564.4,50780,53865,48266,52561,47350,,12,49981.2,17681.8,39567.8,577267.2,6.85,35.38
Ukraine,2021-01-31T00:00:00.000Z,monthly,1.01,,,,,,,,,1,,1160,40727.8,633828.2,6.43,2.05
Ukraine,2021-02-28T00:00:00.000Z,monthly,6.37,,,,,,,,,2,,3662.4,44390.2,681556.8,6.51,7.67
Ukraine,2021-03-31T00:00:00.000Z,monthly,24.68,,,,,,,,,3,,13435.6,57825.8,733059.2,7.89,26.09
Ukraine,2021-04-30T00:00:00.000Z,monthly,39.75,,,,,,,,,4,,20100.2,77926,781580,9.97,41.43
Ukraine,2021-05-31T00:00:00.000Z,monthly,12.13,,,,,,,,,5,,6780.4,84706.4,832092.6,10.18,13.42
Ukraine,2021-06-30T00:00:00.000Z,monthly,9.16,,,,,,,,,6,,4702.4,89408.8,876467.2,10.2,10.6
Ukraine,2021-07-31T00:00:00.000Z,monthly,2.02,,,,,,,,,7,,1509.8,90918.6,921808.4,9.86,3.33
Ukraine,2021-08-31T00:00:00.000Z,monthly,,,,,,,,,,8,,,,965454.8,,
United Kingdom,2020-01-05T00:00:00.000Z,weekly,-0.27,13767,13803.6,13430,14860,13608,14699,12421,20039,1,13695.1,71.9,71.9,13695.1,0.53,0.53
United Kingdom,2020-01-12T00:00:00.000Z,weekly,1.5,16018,15781,18317,13149,15526,17429,14484,20035,2,15846.7,171.3,243.2,29541.8,0.82,1.08
United Kingdom,2020-01-19T00:00:00.000Z,weekly,-1.74,14723,14983,16735,13056,15230,16351,13543,20709,3,15048.7,-325.7,-82.5,44590.5,-0.19,-2.16
United Kingdom,2020-01-26T00:00:00.000Z,weekly,-7.12,13426,14455.2,15710,12853,14461,15970,13282,20489,4,14520.9,-1094.9,-1177.4,59111.4,-1.99,-7.54
United Kingdom,2020-02-02T00:00:00.000Z,weekly,-5.15,13123,13836.2,14559,12556,14184,15084,12798,19160,5,13901.9,-778.9,-1956.3,73013.3,-2.68,-5.6
United Kingdom,2020-02-09T00:00:00.000Z,weekly,-7.21,12532,13505.2,13728,12680,13794,14104,13220,17148,6,13570.9,-1038.9,-2995.2,86584.2,-3.46,-7.66
United Kingdom,2020-02-16T00:00:00.000Z,weekly,-5.95,12416,13200.8,13510,12015,13209,13924,13346,15583,7,13266.5,-850.5,-3845.7,99850.7,-3.85,-6.41
United Kingdom,2020-02-23T00:00:00.000Z,weekly,-6.46,12299,13148.2,13069,12716,13328,13752,12876,14290,8,13213.9,-914.9,-4760.6,113064.6,-4.21,-6.92
United Kingdom,2020-03-01T00:00:00.000Z,weekly,-2.72,12333,12677.6,13179,12730,12815,12188,12476,13115,9,12743.3,-410.3,-5170.9,125807.9,-4.11,-3.22
United Kingdom,2020-03-08T00:00:00.000Z,weekly,-4.99,12412,13063.6,13003,12487,12577,14857,12394,12471,10,13129.3,-717.3,-5888.2,138937.2,-4.24,-5.46
United Kingdom,2020-03-15T00:00:00.000Z,weekly,-1.15,12539,12684.6,12472,12480,12088,14366,12017,11678,11,12750.3,-211.3,-6099.5,151687.5,-4.02,-1.66
United Kingdom,2020-03-22T00:00:00.000Z,weekly,0.91,12113,12003.8,12026,10970,11832,13397,11794,11449,12,12069.5,43.5,-6056,163757,-3.7,0.36
United Kingdom,2020-03-29T00:00:00.000Z,weekly,8.32,12508,11547.6,11985,11733,11453,11308,11259,9461,13,11613.3,894.7,-5161.3,175370.3,-2.94,7.7
United Kingdom,2020-04-05T00:00:00.000Z,weekly,58.96,18565,11679,10321,13059,11304,12269,11442,10401,14,11744.7,6820.3,1659,187115,0.89,58.07
United Kingdom,2020-04-12T00:00:00.000Z,weekly,75.63,20929,11916.6,11572,12753,9756,13841,11661,10474,15,11982.3,8946.7,10605.7,199097.3,5.33,74.67
United Kingdom,2020-04-19T00:00:00.000Z,weekly,108.4,24691,11848,13058,12310,10993,12639,10240,11358,16,11913.7,12777.3,23383,211011,11.08,107.25
United Kingdom,2020-04-26T00:00:00.000Z,weekly,105.22,24303,11842.6,12020,11792,12354,11595,11452,11023,17,11908.3,12394.7,35777.7,222919.3,16.05,104.08
United Kingdom,2020-05-03T00:00:00.000Z,weekly,77.33,20058,11310.8,11559,10396,10371,11535,12693,9210,18,11376.5,8681.5,44459.2,234295.8,18.98,76.31
United Kingdom,2020-05-10T00:00:00.000Z,weekly,32.55,14428,10884.6,10137,11997,12110,9820,10359,11566,19,10950.3,3477.7,47936.9,245246.1,19.55,31.76
United Kingdom,2020-05-17T00:00:00.000Z,weekly,41.95,16390,11546.4,11692,11221,11716,11386,11717,11221,20,11612.1,4777.9,52714.8,256858.2,20.52,41.15
United Kingdom,2020-05-24T00:00:00.000Z,weekly,22.73,13839,11276.4,11323,11011,11423,10973,11652,10991,21,11342.1,2496.9,55211.7,268200.3,20.59,22.01
United Kingdom,2020-05-31T00:00:00.000Z,weekly,19.29,11268,9445.8,9513,9189,9601,9395,9531,9115,22,9511.5,1756.5,56968.2,277711.8,20.51,18.47
United Kingdom,2020-06-07T00:00:00.000Z,weekly,6.93,12106,11321.8,11590,11171,11131,11257,11460,11619,23,11387.5,718.5,57686.7,289099.3,19.95,6.31
United Kingdom,2020-06-14T00:00:00.000Z,weekly,5.62,11302,10700.2,10856,10668,10693,10533,10751,10826,24,10765.9,536.1,58222.8,299865.2,19.42,4.98
United Kingdom,2020-06-21T00:00:00.000Z,weekly,-0.02,10694,10696.2,10625,10607,10932,10511,10806,10064,25,10761.9,-67.9,58154.9,310627.1,18.72,-0.63
United Kingdom,2020-06-28T00:00:00.000Z,weekly,-3.01,10282,10601.6,10516,10523,10619,10528,10822,10175,26,10667.3,-385.3,57769.6,321294.4,17.98,-3.61
United Kingdom,2020-07-05T00:00:00.000Z,weekly,-0.65,10412,10480.4,10539,10411,10563,10564,10325,11137,27,10546.1,-134.1,57635.5,331840.5,17.37,-1.27
United Kingdom,2020-07-12T00:00:00.000Z,weekly,-5.39,9942,10508.4,10277,10646,10641,10467,10511,11055,28,10574.1,-632.1,57003.4,342414.6,16.65,-5.98
United Kingdom,2020-07-19T00:00:00.000Z,weekly,-2.51,10096,10356.4,10022,10666,10422,10349,10323,11176,29,10422.1,-326.1,56677.3,352836.7,16.06,-3.13
United Kingdom,2020-07-26T00:00:00.000Z,weekly,-1.45,10160,10309.4,10019,10604,10147,10355,10422,11583,30,10375.1,-215.1,56462.2,363211.8,15.55,-2.07
United Kingdom,2020-08-02T00:00:00.000Z,weekly,-0.42,10262,10305,9891,10427,10236,10408,10563,11602,31,10370.7,-108.7,56353.5,373582.5,15.08,-1.05
United Kingdom,2020-08-09T00:00:00.000Z,weekly,-1.2,10236,10359.8,10150,10426,10277,10541,10405,11802,32,10425.5,-189.5,56164,384008,14.63,-1.82
United Kingdom,2020-08-16T00:00:00.000Z,weekly,2.46,10598,10343.2,10346,10312,10564,10091,10403,11527,33,10408.9,189.1,56353.1,394416.9,14.29,1.82
United Kingdom,2020-08-23T00:00:00.000Z,weekly,5.36,10990,10431.2,10354,10633,10695,10199,10275,11683,34,10496.9,493.1,56846.2,404913.8,14.04,4.7
United Kingdom,2020-08-30T00:00:00.000Z,weekly,9.45,10365,9469.8,10235,9223,9369,9045,9477,10317,35,9535.5,829.5,57675.7,414449.3,13.92,8.7
United Kingdom,2020-09-06T00:00:00.000Z,weekly,-13.48,9023,10428.6,9092,10677,10776,10680,10918,12503,36,10494.3,-1471.3,56204.4,424943.6,13.23,-14.02
United Kingdom,2020-09-13T00:00:00.000Z,weekly,5.35,11176,10608.4,10567,10399,10689,10496,10891,,37,10674.1,501.9,56706.3,435617.7,13.02,4.7
United Kingdom,2020-09-20T00:00:00.000Z,weekly,2.38,10796,10545,10381,10182,10873,10498,10791,,38,10610.7,185.3,56891.6,446228.4,12.75,1.75
United Kingdom,2020-09-27T00:00:00.000Z,weekly,1.71,10890,10706.4,10819,10276,11027,10458,10952,,39,10772.1,117.9,57009.5,457000.5,12.47,1.09
United Kingdom,2020-10-04T00:00:00.000Z,weekly,5.34,11469,10887.8,10697,10665,11098,10867,11112,,40,10953.5,515.5,57525,467954,12.29,4.71
United Kingdom,2020-10-11T00:00:00.000Z,weekly,1.7,11374,11184.4,11106,11013,11353,11047,11403,,41,11250.1,123.9,57648.9,479204.1,12.03,1.1
United Kingdom,2020-10-18T00:00:00.000Z,weekly,6.46,11946,11221.6,10793,11130,11385,11176,11624,,42,11287.3,658.7,58307.6,490491.4,11.89,5.84
United Kingdom,2020-10-25T00:00:00.000Z,weekly,11.04,12317,11092.2,10965,11047,11151,10885,11413,,43,11157.9,1159.1,59466.7,501649.3,11.85,10.39
United Kingdom,2020-11-01T00:00:00.000Z,weekly,11.26,12517,11250.4,10999,11459,11362,10866,11566,,44,11316.1,1200.9,60667.6,512965.4,11.83,10.61
United Kingdom,2020-11-08T00:00:00.000Z,weekly,14.69,13448,11725.4,11301,11800,11762,11587,12177,,45,11791.1,1656.9,62324.5,524756.5,11.88,14.05
United Kingdom,2020-11-15T00:00:00.000Z,weekly,18.62,13998,11800.8,11335,12202,11771,11551,12145,,46,11866.5,2131.5,64456,536623,12.01,17.96
United Kingdom,2020-11-22T00:00:00.000Z,weekly,20.94,14291,11817,11174,12063,12092,11286,12470,,47,11882.7,2408.3,66864.3,548505.7,12.19,20.27
United Kingdom,2020-11-29T00:00:00.000Z,weekly,19.79,14133,11798.4,11212,11896,12042,11388,12454,,48,11864.1,2268.9,69133.2,560369.8,12.34,19.12
United Kingdom,2020-12-06T00:00:00.000Z,weekly,15.07,13986,12154.8,11743,12732,12342,11685,12272,,49,12220.5,1765.5,70898.7,572590.3,12.38,14.45
United Kingdom,2020-12-13T00:00:00.000Z,weekly,13.13,13942,12323.8,11699,12067,12923,12078,12852,,50,12389.5,1552.5,72451.2,584979.8,12.39,12.53
United Kingdom,2020-12-20T00:00:00.000Z,weekly,11.42,14658,13155.6,12133,13129,14304,12647,13565,,51,13221.3,1436.7,73887.9,598201.1,12.35,10.87
United Kingdom,2020-12-27T00:00:00.000Z,weekly,41.23,13035,9229.6,9805,9334,9898,8384,8727,,52,9295.3,3739.7,77627.6,607496.4,12.78,40.23
United Kingdom,2021-01-03T00:00:00.000Z,weekly,25.47,11580,9229.6,,,,,,,53,9295.3,2284.7,79912.3,616791.7,12.96,24.58
United Kingdom,2021-01-10T00:00:00.000Z,weekly,45.17,,,,,,,,,1,,6343.9,86256.2,630486.8,13.68,46.32
United Kingdom,2021-01-17T00:00:00.000Z,weekly,26.96,,,,,,,,,2,,4188.3,90444.5,646333.5,13.99,26.43
United Kingdom,2021-01-24T00:00:00.000Z,weekly,38.22,,,,,,,,,3,,5660.3,96104.8,661382.2,14.53,37.61
United Kingdom,2021-01-31T00:00:00.000Z,weekly,41.74,,,,,,,,,4,,5968.1,102072.9,675903.1,15.1,41.1
United Kingdom,2021-02-07T00:00:00.000Z,weekly,38.48,,,,,,,,,5,,5258.1,107331,689805,15.56,37.82
United Kingdom,2021-02-14T00:00:00.000Z,weekly,26.97,,,,,,,,,6,,3577.1,110908.1,703375.9,15.77,26.36
United Kingdom,2021-02-21T00:00:00.000Z,weekly,18.05,,,,,,,,,7,,2316.5,113224.6,716642.4,15.8,17.46
United Kingdom,2021-02-28T00:00:00.000Z,weekly,8.68,,,,,,,,,8,,1076.1,114300.7,729856.3,15.66,8.14
United Kingdom,2021-03-07T00:00:00.000Z,weekly,3.45,,,,,,,,,9,,371.7,114672.4,742599.6,15.44,2.92
United Kingdom,2021-03-14T00:00:00.000Z,weekly,-4.54,,,,,,,,,10,,-658.3,114014.1,755728.9,15.09,-5.01
United Kingdom,2021-03-21T00:00:00.000Z,weekly,-7.94,,,,,,,,,11,,-1072.3,112941.8,768479.2,14.7,-8.41
